poi_name,poi_id,category,region,best_source_url,official_description,source_count,matched,method,kind
,,,Aswan,https://www.experienceegypt.eg/en/city/9/aswan-abu-simbel,"Move further south down the Nile from Luxor and embrace the tranquility of Aswan, a city nestled in lush greenery with friendly and welcoming Aswani locals. The beauty of this city is tied up in exquisite landscapes, with deep blue Nile waters contrasting against vibrant green riverbanks and warm deserts beyond.

This timeless city has fascinated travelers for centuries, and there is much to experience. Here, you’ll find quiet islands housing historic temples, a rich Nubian culture to explore with all its warm hospitality, and many more hidden treasures. Take a break from sightseeing and walk through a heavenly botanical garden to enjoy the birdsongs and the scents wafting through the air.

Take a day trip even further south to discover the romantic beauty of Philae Island, the serenity of Lake Nasser, and the fascinating history of the monuments along its banks and on its islands, culminating in the magnificence of the temples of Abu Simbel . Because of their priceless historical significance, all of these sites are registered together as a UNESCO World Heritage Site .

Stand in awe of the sheer might and power of Rameses II’s bid for immortality, gazing at the four colossal statues carved from solid rock. Explore important Nubian temples north of Abu Simbel on the shores of Lake Nasser.

Explore the beauty of Aswan’s indigenous people, the Nubians. Walk through their villages and enjoy their colorful architecture, rich traditions, unique food, shopping, and more.

Sail to Elephantine Island, and then ferry across the Nile to Philae Temple to find some of ancient Egypt’s most precious treasures.

Explore Aswan’s traditional markets, enjoy a peaceful afternoon in the botanical garden, then treat yourself to afternoon tea and sunset gazing on the terrace of the Old Cataract Hotel for unforgettable views of the Nile and Elephantine Island.

When visiting Philae, hop across to the neighboring island by boat for a view of its temples from a different vantage point! Great for photographs when the sunflowers are in bloom.

Ask a fuluka/boat captain to take you to a beach for a cool and safe dip in the Nile near the Nubian village of Gharb Soheil or on a small island near Philae.

Since the time of the ancient Egyptians, hibiscus tea has been served in Nubia. Make sure to try this beverage, served hot or cold, in its place of origin!

Take an early morning bird-watching trip around Elephantine Island to see some magnificent birds and enjoy the peaceful quiet of Aswan.",1,False,bs4,region_context
,,,Cairo & Giza,https://www.experienceegypt.eg/en/city/1/cairo-giza,"Cairo is the capital of Egypt and one of the world’s largest megacities, with a vast metropolitan area stretching out as Greater Cairo to include Giza and the outer suburbs that have developed to the east and west of the city center. The beating heart of the city is nestled and centered around the banks of Egypt’s majestic River Nile and its glistening waters that have served as a lifeline for Egyptians since the dawn of human civilization.

Present-day visitors will still find a flurry of activity on the banks of the river, from lively cafes and strolling couples to gently bobbing felucca s (traditional sailboats) gliding their way across the water. Cairo’s position as a major cultural, economic, and political hub for Africa and the Middle East makes this vibrant, cosmopolitan city a magnet for movers and shakers from all over the region and globe.

From the moment you set foot in Cairo, no matter the time of day or night, all your senses will be awakened. Sorry New York, Cairo is the city that truly never sleeps! Founded in 969, its Arabic name “ Al-Qahira ” translates as “The Victorious.”

Cairenes are always ready to get to know visitors from around the world, and friendly banter runs in their blood. You won’t be leaving Cairo without a new friend or two. If you want to put your finger on the pulse of the social and cultural life of the Middle East, there is nothing that compares to spending time exploring Cairo. Whether your curiosity takes you to the picturesque alleyways of medieval Cairo, the 19 th century French-inspired modern streets and facades of Downtown, or toward a relaxing brunch and massage in one of contemporary Cairo’s upscale neighborhoods, you will surely have an unforgettable experience.

No visit to Egypt is complete without a trip to the famous Giza Pyramids. Venture west across the Nile and head to where the lush green countryside meets the desert in Giza, home to the UNESCO World Heritage Site of Memphis and its Necropolis. Explore a land saturated in ritual, mystery, and cult ceremony. In the shadows of the Giza pyramids, you can begin your journey with a trek from north to south, exploring all the monuments that led to the construction of the most famous structures in the world.

Witness the richness of the city’s Islamic and Coptic historical sites, marveling at the “City of a Thousand Minarets.”

Grab a bite to eat in one of Cairo’s rooftop restaurants and cafes for some panoramic views of the bustling city.

Take a walk in Al-Khayyamiyya (the Tentmakers’ Market) in Old Cairo where you will find an abundance of colorful traditional textiles.

Check out the only remaining part of a palace from the Mamluk Period, the Maqad of al-Amir Mamay al-Sayfi in the Al-Muizz area.

The Sound and Light Show, narrated by The Sphinx himself, retells the secrets and mysterious histories of Khufu, Khafre, and Menkaure.

Bayt al-Suhaymi, a well-preserved example of a home from the Ottoman Period located in Al-Darb al-Asfar.

Khan al-Khalili, Cairo’s iconic medieval bazaar, where you can spend hours or days browsing through a labyrinth of shops and alleyways.",1,False,bs4,region_context
,,,Hurghada,https://www.experienceegypt.eg/en/city/23/hurghada,"What started as a fishing village on the Red Sea is now one of the top tourist destinations in Egypt. Luxury beach resorts, year-long sunshine, stunning coral reefs, and pristine coastline make Hurghada a popular spot for beach lovers from around the world. Grab your swimsuit and head south to plunge into the blue waters and sunbathe on sandy beaches. After a day of water sports, relax with a nice meal of delicious seafood while you watch the sun sink below the horizon.

Hurghada’s traditional markets, marina, cultural spots, and sand dunes are ideal for those seeking adventure on land.

The crystal blue waters and white sandy beaches of Giftun Islands will leave you relaxed and never wanting to leave.

Dive below the sea and explore an abundance of colorful marine or take part in water sports for a fun-filled family vacation.

Ride in the only submarine operating in the Red Sea for an unbeatable panoramic tour under the water.

Hop on a camel for a beach ride led by a Bedouin guide along the shore or take a longer trip to a nearby Bedouin village to see a different side of Hurghada.

Go dolphin watching off the coastline while enjoying a boat ride around Giftun Islands. They’re known to hang out here and love racing with boats while performing tricks!

Go swimming with the dolphins in their natural habitat at Dolphin House, a popular dive site near Hurghada.

Take a boat trip to Mahmeya Island for an entire day of relaxation on the beach, delicious food, and fun activities.",1,False,bs4,region_context
,,,Luxor,https://www.experienceegypt.eg/en/city/22/luxor,"Soak in the sunshine, sink into glorious sunsets, and sail back in time. Luxor, Egypt’s open-air museum, holds the memories and chronicles of ancient Egyptian gods and royalty. Split into two halves, the East Bank and West Bank, by the River Nile, Luxor never fails to mesmerize its visitors. Be prepared to wander through the hallowed halls of time and feel very small standing in the shadows of this city’s massive painted columns, statues, and walls decorated with beautiful reliefs.

Stroll through the halls and courtyards of Luxor and Karnak Temples, the most revered sites in Luxor.

Gaze at the stunning ceiling inside the tomb of Rameses VI with its depiction of the sky goddess Nut.

Don’t miss the Tomb of Queen Nefertari in the Valley of the Queens with its well-preserved colorful reliefs.",1,False,bs4,region_context
,,,Sharm El Sheikh,https://www.experienceegypt.eg/en/city/16/sharm-al-sheikh,"World-renowned for the picturesque marine life that thrives under its turquoise blue waters, Sharm al-Sheikh is a captivating Egyptian Red Sea resort city nestled between Ras Muhammad National Park and the Nabq Protectorate. “Sharm”, as it’s referred to by Egyptians, first appeared on the tourist map in the 1980’s, but back then, it was mostly visited by dive enthusiasts who were captivated by its magnificent coral reefs and virgin beaches.

Fast forward four decades and Sharm al-Sheikh has grown into a full-fledged city with five-star hotels and resorts, restaurants, golf courses, shopping malls, and movie theaters. Its world-class conference facilities have hosted major global conferences and international peace summits, which is why Sharm al-Sheikh is also known as “The City of Peace.""

With an international airport that receives flights from most European countries, Sharm al-Sheikh is an easily accessible beach holiday destination, perfect for both solo adventures and iconic family vacations.

Hike in the mountains and immerse yourself in the peace and serenity of Sinai or go camping in its unique mangrove ecosystem.

Sunbathe under clear blue skies or dive into the sea and marvel at the kaleidoscope of marine life underneath the water.

Play a leisurely game of golf, go soaring across sand dunes, or get a birds-eye view of the bays from a parachute.

Go on a spiritual journey with a sunrise trek up to the top of Mount St Catherineit’s only two and a half hours away by car or bus.

Visit the Sharm al-Sheikh Museum where you can browse through collections depicting human civilization and culture with a focus on ancient Egypt.",1,False,bs4,region_context
Manial Palace Museum,,cultural,Cairo,https://egymonuments.gov.eg/en/museums/manial-palace-museum,The Museum of Prince Muhammad Ali’s Palace in Manial is one of the most beautiful and important historical museum in Egypt. The museum exhibits an important period in the history of modern Egypt and is characterized by its architectural design. Its modern Islamic style merges with Persian and Mam...,1,True,gov_eg,official_gov
Baron Empain Palace,,historical,Cairo,https://egymonuments.gov.eg/en/monuments/baron-empain-palace,"Baron Empain's palace, with its Indian style and tower, stands out in the desert landscape, distinct from the rest of the city. The palace reflects the high status of its owner and marks a major milestone in the urban landscape of Heliopolis. Baron Empain's palace is the most prominent of monumen...",1,True,gov_eg,official_gov
Al-Hakim bi-Amr Allah Mosque,,religious,Cairo,https://egymonuments.gov.eg/en/monuments/mosque-of-al-hakim-bi-amr-allah,"The Mosque of al-Hakim bi-Amr Allah is the fourth oldest mosque in Egypt, and the second largest after the Mosque of ibn Tulun. The construction of the mosque was begun by al-Hakim’s father, the Fatimid Caliph al-Aziz bi Allah in 380 AH/990 AD, but he died before its completion, leaving his son t...",1,True,gov_eg,official_gov
Mosque of Muhammad Ali,,religious,Cairo,https://egymonuments.gov.eg/en/monuments/muhammad-ali-mosque,"The Mosque of Muhammad Ali is located inside the Citadel of Salah al-Din al-Ayyubi (Saladin) in Cairo. It was built by Muhammad Ali Pasha in 1265 AH\ 1848 AD on the site of Mamluk palaces. This mosque is known as the ""Alabaster Mosque"", in reference to its marble paneling on its interior and exte...",1,True,gov_eg,official_gov
Al-Nasir Muhammad Mosque,,religious,Cairo,https://egymonuments.gov.eg/en/monuments/sultan-al-nasir-muhammad-mosque,"The mosque of Sultan al­Nasir Muhammad ibn Qalawun, in the Citadel of Salah al-Din al-Ayyubi (Saladin) in Cairo, was the royal mosque during the Mamluk Period. It is located in the Citadel’s southern section. The Mamluk sultan, al-Nasir Muhammad, has ordered this mosque be built in 718 AH/ 1318 A...",1,True,gov_eg,official_gov
Ibn Tulun Mosque,,religious,Cairo,https://egymonuments.gov.eg/en/monuments/ahmad-ibn-tulun-mosque,"The mosque of Ibn Tulun was commissioned by Ahmad Ibn Tulun (254–270 AH/868–884 AD), ‘Abbasid governor of Egypt, who in 266 AH\ 872 AD ruled Egypt as an independent state.
Construction began in 263 AH/876 AD, and finished in 265 AH/879 AD. Located on Jebal Yashkur (in modern-day Ahmad Ibn Tulun S...",1,True,gov_eg,official_gov
Gayer-Anderson Museum,,cultural,Cairo,https://egymonuments.gov.eg/en/museums/gayer-anderson-museum,"Geyer Anderson Pasha was an English officer who studied medicine in London. He was assigned as a doctor for the English military in 1904 and was deployed in Egypt in 1907.
In 1935, Geyer Anderson submitted a request to the Assembly of Preserving Arab Antiquities to live in the two houses and to f...",1,True,gov_eg,official_gov
The Egyptian Museum,,cultural,Cairo,https://egymonuments.gov.eg/en/museums/egyptian-museum,"The Egyptian Museum is the oldest archaeological museum in the Middle East, and houses the largest collection of Pharaonic antiquities in the world. The museum displays an extensive collection spanning from the Predynastic Period to the Greco-Roman Era.
          The architect of the building was...",1,True,gov_eg,official_gov
Mosque of Sultan Hassan,,religious,Cairo,https://egymonuments.gov.eg/en/monuments/mosque-and-madrasa-of-sultan-hasan,"SeeThe Mosque and Madrasa of Sultan Hasan is one of the largest and architecturally exquisite mosques in all of Egypt. It was commissioned by the Mamluk sultan Hasan ibn al-Nasir Muhammad ibn Qalawun sometime between 757 AH/1356 AD and 764 AH/1362 AD, and is located at the end of Muhammad Ali Str...",1,True,gov_eg,official_gov
Al-Rifa'i Mosque,,religious,Cairo,https://egymonuments.gov.eg/en/monuments/al-rifa-i-mosque,"Located on Salah al-Din Square (or Maydan al-Qal’a “Citadel Square”), al-Rifa’i Mosque was built in the nineteenth century to Equivalent its fourteenth-century neighbor, the mosque of al-Sultan Ḥassan. The mosque gets its name from the tomb of Ali who was known as ""Abu Sheibak"", he was the grands...",1,True,gov_eg,official_gov
National Museum of Egyptian Civilization (NMEC),,cultural,Cairo,https://egymonuments.gov.eg/en/museums/national-museum-of-egyptian-civilization-nmec,"The NMEC is the first of its kind in Egypt and the Arab world. It presents the full range of the richness and diversity of Egyptian civilization throughout the ages, from prehistoric times to the present day by focusing on its continuity and stability as demonstrated by its tangible and intangibl...",1,True,gov_eg,official_gov
Royal Carriages Museum,,cultural,Cairo,https://egymonuments.gov.eg/en/museums/the-royal-carriages-museum,"The Royal carriages Museum in Boulaq is one of the earliest of its kind worldwide, both from the prospect of the authenticity of its building and the originality of its displays. The building was particularly adapted to preserve the cultural heritage of the royal carriages and all related materia...",1,True,gov_eg,official_gov
Hanging Church,,religious,Cairo,https://egymonuments.gov.eg/en/monuments/the-hanging-church,"This church was known as the” Hanging Church“ because it was built over the ruins of Old Cairo‘s Roman fort, and situated near the Coptic Museum.
          The church is made up of a court divided into four wings separated by three rows of marble columns. A wooden semi-circular vaults covers the...",1,True,gov_eg,official_gov
Saints Sergius and Bacchus Church (Abu Serga),,religious,Cairo,https://egymonuments.gov.eg/en/monuments/church-of-saint-sergius-and-bacchus,"The Church of Saint Sergius and Bacchus, also known as Abu Serga, is built upon an ancient Roman fort in Old Cairo. The history of the church is still being debated. Some scholars believe that it dates to the late fourth to early fifth centuries AD, while others believe that it should approximate...",1,True,gov_eg,official_gov
Ben Ezra Synagogue,,religious,Cairo,https://egymonuments.gov.eg/en/monuments/ben-ezra-synagogue,"Ben ‘Ezra Synagogue is the oldest synagogue in Egypt. It was once the center of many celebrations, congregations and prayers, but is no longer in use today. The synagogue is named after Abraham ibn ‘Ezra, the Jewish religious scholar and philosopher.Ben ‘Ezra contains all the main features of a s...",1,True,gov_eg,official_gov
Qalawun Complex,,historical,Cairo,https://egymonuments.gov.eg/en/monuments/madrasa-mausaleum-and-bimaristan-of-al-mansur-qalawun,"This complex is located on al-Mu’izz street. It was established by Sultan Sayf al-Din Qalawun in 683-684 AH/ 1283-1284 AD. It is one of the most beautiful architectural complexes in Egypt dating to the Mamluk period. It consists of a mosque, a school, a burial, and a hospital (bimaristan is a Per...",1,True,gov_eg,official_gov
Sultan Barquq Complex,,historical,Cairo,https://egymonuments.gov.eg/en/monuments/madrasa-and-khanaqah-of-sultan-al-zahir-barquq,"It was established by Sultan al-Zahir Barquq between the years (786-788 AH/1384-1386 AD). It lies in al-Muizz Street, in the centre of one of the largest architectural heritage complexes in the world. It was used as a school to teach the four Islamic school of jurisprudence, a mosque and a Sufi k...",1,True,gov_eg,official_gov
Wekalet El Ghouri,,historical,Cairo,https://egymonuments.gov.eg/en/monuments/al-ghuri-s-wikala,"The founder of this complex, Sultan Qansuh al-Ghuri, was one of the most famous Burgi Mamluk sultans. He ascended the throne in 906 AH / 1501 AD, and ruled until his death in 922 AH / 1516 AD in the battle of Marg Dabiq in northern Syria against the Ottomans.
The complex was constructed between 9...",1,True,gov_eg,official_gov
Al-Ghuri Complex,,historical,Cairo,https://egymonuments.gov.eg/en/monuments/sultan-al-ghuri-complex,"The founder of this complex, Sultan Qansuh al-Ghuri, was one of the most famous circassian mamluk sultans. He ascended the throne in 906 AH / 1501 AD, and ruled until his death in 922 AH / 1516 AD in the battle of Marg Dabiq in northern Syria against the Ottomans.
The complex was constructed in 9...",1,True,gov_eg,official_gov
Al-Mu'izz Street,,historical,Cairo,https://egymonuments.gov.eg/en/archaeological-sites/al-muizz-street,"Al-Muizz Street is named after the Fatimid Caliph, al-Muizz li-Din Allah (341–365 AH / 953–975 AD), who first founded this street. He is also the founder of the Fatimid caliphates in Egypt since he ruled Egypt in (358-365AH\ 969-975AD). Today, it is the largest open-air museum for Islamic m...",1,True,gov_eg,official_gov
Citadel of Cairo (Saladin Citadel),,historical,Cairo,https://egymonuments.gov.eg/en/archaeological-sites/cairo-citadel,"The Citadel of Sultan Salah al-Din al-Ayyubi (Saladin) is one of the most iconic monuments in Islamic Cairo, and among the most impressive defensive fortresses dating to the Middle Ages. Its strategic location on the Muqattam Hills gave it a formidable defensive position, and offered, as it still...",1,True,gov_eg,official_gov
Bab al-Futuh,,historical,Cairo,https://egymonuments.gov.eg/en/monuments/bab-al-futuh,"Bab al-Futuh (Gate of Conquests) is one of the gates in the northern wall of Fatimid Cairo. It opens onto the historic al-Muizz Street, which leads to Bab Zuwayla. It was built by the vizier and commander-in-chief, Badr al-Jamali, during the reign of the Fatimid Caliph al-Mustansir Billah in 480...",1,True,gov_eg,official_gov
Bab al-Nasr,,historical,Cairo,https://egymonuments.gov.eg/en/monuments/bab-al-nasr,"Bab al-Nasr (Gate of Victory) is one of the gates of the northern wall of Fatimid Cairo, and opens onto al-Gamaliya Street. It was built in 480 AH/1087 AD by the vizier and commander-in-chief, Badr al-Jamali, during the reign of Caliph al-Mustansir bi Allah.
          The current Bab al-Nasr disp...",1,True,gov_eg,official_gov
Bab Zuweila,,historical,Cairo,https://egymonuments.gov.eg/en/monuments/bab-zuwayla,"It is one of the gates of the Fatimid Cairo's walls, located on the southern side. It was built by the Fatimid Vizier Badr al-Gamali during the reign of the Fatimid Caliph al-Mustansir in 485 AH/1092 AD, about five years after the construction of the Bab al-Nasr and Bab al-Futuh on the northern s...",1,True,gov_eg,official_gov
Nilometer (Rhoda Island),,historical,Cairo,https://egymonuments.gov.eg/en/monuments/rawda-island-nilometer,"Nilometers, as their name suggests, were used to measure flood levels so that dykes and canals could be prepared accordingly. Flood levels affected agricultural productivity, so another major purpose of Nilometers was to set taxation levels.
Built on the order of the Abbasid Caliph al-Mutawakkil...",1,True,gov_eg,official_gov
Mosque of Amr ibn al-As,,religious,Cairo,https://egymonuments.gov.eg/en/monuments/the-mosque-of-amr-ibn-al-as,"The mosque of ‘Amr ibn al-‘As is the oldest surviving mosque in Egypt and Africa. General ʿAmr ibn al-ʿAs was one of the first companions of the Prophet Muhammad. After conquering Egypt in 20 AH/640 AD, he founded its first Islamic capital, Fustat, which falls within the modern city of Cairo. A y...",1,True,gov_eg,official_gov
Coptic Museum,,cultural,Cairo,https://egymonuments.gov.eg/en/museums/the-coptic-museum,"The Coptic Museum houses the largest collection of Coptic artifacts in the world and was inaugurated in 1910. The museum was established through the efforts of Marcus Simaika Pasha, a prominent Coptic figure who was vested in the preservation of Coptic heritage. Simaika Pasha bought and collected...",1,True,gov_eg,official_gov
Museum of Islamic Art,,cultural,Cairo,https://egymonuments.gov.eg/en/museums/museum-of-islamic-art,"The Museum of Islamic Art contains one of the largest and most extensive collections of Islamic artifacts in the world. The idea of collecting and display the grand collection of artifacts began in 1880 AD. Eventually the building was established and inaugurated in 1903 AD, during the region of K...",1,True,gov_eg,official_gov
Giza Plateau,,historical,Giza,https://egymonuments.gov.eg/en/archaeological-sites/giza-plateau,"The pyramids of Giza and the Great Sphinx are among the most popular tourist destinations in the world, and indeed already were even in Roman times. Each of these spectacular structures served as the final resting place of a king of the 4th Dynasty (c.2613–2494 BC). The Great Pyramid of Giza was...",1,True,gov_eg,official_gov
Great Pyramid of Giza (Khufu),,historical,Giza,https://egymonuments.gov.eg/en/monuments/the-great-pyramid,"The Great Pyramid, the tomb of King Khufu (c.2589–2566 BC), with its original height of 146.5 meters, was the tallest structure in the world for 3,800 years. It remains the last surviving member of the Seven Wonders of the Ancient World, and took an estimated 10 to 20 years to build. To this day,...",1,True,gov_eg,official_gov
Great Sphinx of Giza,,historical,Giza,https://egymonuments.gov.eg/en/monuments/the-great-sphinx,"Colossal statues are one of the hallmarks of ancient Egyptian civilization, and the Great Sphinx of Giza is the most famous. It was carved directly out of the bedrock during the 4th Dynasty (c.2613–2494 BC), which also makes it the oldest. Ancient Egyptian sphinxes represented the king with the b...",1,True,gov_eg,official_gov
Pyramid of Khafre,,historical,Giza,https://egymonuments.gov.eg/en/monuments/pyramid-complex-of-khafre-khefren,"Khafre (c.2558–2532 BC), whom the ancient Greeks knew as Khefren, was a son of King Khufu (Cheops), the builder of the Great Pyramid. He built the second pyramid complex at Giza, and constructed his tomb on slightly higher ground, making it appear just as tall as his father’s. At 143.5 meters in...",1,True,gov_eg,official_gov
Pyramid of Menkaure,,historical,Giza,https://egymonuments.gov.eg/en/monuments/pyramid-complex-of-menkaure,"Menkaure (Mykerinos to the ancient Greeks; c.2532–2503 BC) is the builder of the third of the three large Giza Pyramids. He was most likely the son of Khafre (Khefren), and grandson of Khufu (Cheops). With a base area that is less than a quarter of their pyramids’, and with an original height of...",1,True,gov_eg,official_gov
Saqqara (Step Pyramid),,historical,Giza,https://egymonuments.gov.eg/en/archaeological-sites/saqqara,"Located 40 km southwest of Cairo, Saqqara is one of the most important cemeteries of Memphis, which was itself one of the most important cities in ancient Egyptian history. The name of the site most likely derives from the god of this necropolis, Sokar.
 Saqqara is truly an open-air museum, one t...",1,True,gov_eg,official_gov
Dahshur Pyramids,,historical,Giza,https://egymonuments.gov.eg/en/archaeological-sites/dahshur,"Dahshur was the southern part of the cemetery of Memphis, the capital of ancient Egypt. Pyramids of the kings of the Old and Middle Kingdoms were erected on this hill. The first king of the 4th Dynasty Sneferu chose the rocky plateau of Dahshur to establish his first pyramid to compete with the p...",1,True,gov_eg,official_gov
Bent Pyramid,,historical,Giza,https://egymonuments.gov.eg/en/monuments/the-bent-pyramid,"The Bent Pyramid is one of the pyramids built by King Sneferu, the first king of the Dynasty 4. It was called “bent” because of its broken lines due to a change of angle, an engineering issue in its design. Indeed, the pyramid construction began at an angle of 55 degrees but had to be adjusted to...",1,True,gov_eg,official_gov
Red Pyramid,,historical,Giza,https://egymonuments.gov.eg/en/monuments/the-red-pyramid,"The Red Pyramid is the highest in Dahshur, and its name of “Red” is due to the reddish rusty color of its blocks. It was not this color originally, but a beautiful pure white of limestone of Tura, south of modern Cairo. All pyramids had a casing made of this white limestone, which was reused in m...",1,True,gov_eg,official_gov
Djoser Funerary Complex,,historical,Giza,https://egymonuments.gov.eg/en/monuments/the-step-pyramid-complex-of-djoser,"Djoser’s Step Pyramid in Saqqara is one of Egypt’s most iconic monuments—and rightfully so. It constitutes a significant historical turning point in ancient Egyptian funerary monuments, revolutionizing stone architecture and royal burials. In addition to its beauty and monumental scale, it is not...",1,True,gov_eg,official_gov
Pyramid of Unas,,historical,Giza,https://egymonuments.gov.eg/en/monuments/pyramid-of-unas,"The pyramid of Unas was built in the 5th Dynasty. Despite its size, this pyramid is very significant for having the first example of funerary texts known as Pyramid Texts. These texts were inscribed on the walls of the burial chamber and assisted the deceased pharaoh in his journey to the afterli...",1,True,gov_eg,official_gov
Pyramid of Teti,,historical,Giza,https://egymonuments.gov.eg/en/monuments/pyramid-complex-of-teti,"Teti (c.2345–2323 BC), the first ruler of the Sixth Dynasty, built his pyramidal complex not far from the Step Pyramid of Djoser (c.2667–2648 BC), in Saqqara. Upon completion, it stood 52.5 m tall. Although it was originally encased in blocks of fine limestone, its core consists of small blocks o...",1,True,gov_eg,official_gov
Serapeum of Saqqara,,historical,Giza,https://egymonuments.gov.eg/en/monuments/serapeum,"The Serapeum at Saqqara is the tomb of the sacred Apis bulls that were associated with the god Ptah, whose cult center was in Memphis. An avenue of sphinxes leads to the Serapeum, which is composed of two long corridors that once housed the mummified remains of the bulls. The tomb was in use from...",1,True,gov_eg,official_gov
Mastaba of Mereruka,,historical,Giza,https://egymonuments.gov.eg/en/monuments/tomb-of-mereruka,"Mereruka was vizier during the reigns of Kings Teti (c.2345–2323 BC). As vizier, the highest-ranking official, and husband of a daughter of Teti’s, Mereruka was a very powerful and wealthy man. It is all the more significant that he held this title during the reigns of the first two rulers of the...",1,True,gov_eg,official_gov
Imhotep Museum,,cultural,Giza,https://egymonuments.gov.eg/en/museums/imhotep-museum,"The museum was built at Saqqara area in memory of Imhotep - the architect of the pyramidal tomb of King Djoser, and the first to use stone on a large scale for building an integrated hierarchical group. The museum consists of six halls displaying a varied: statues, coffins, paintings, utensils, a...",1,True,gov_eg,official_gov
Tomb of Meresankh III,,historical,Giza,https://egymonuments.gov.eg/en/monuments/tomb-of-queen-meresankh-iii,"Under the shadow of the Great Pyramid lies the mastaba of Queen Meresankh III, the wife of Khafre and granddaughter of Khufu. Both very large and exquisitely decorated, this is indeed a tomb worthy of her rank and fortunately also contains the best preserved wall reliefs in the Eastern Cemetery....",1,True,gov_eg,official_gov
Luxor Temple,,historical,Luxor,https://egymonuments.gov.eg/en/monuments/luxor-temple,"Luxor Temple, Ipet-resyt “Southern Sanctuary” to the ancient Egyptians, was so called because of its location within ancient Thebes (modern Luxor). It is located around three kilometers to the south of Karnak Temple, to which it was once linked with a processional way bordered with sphinxes. The...",1,True,gov_eg,official_gov
Karnak Temple Complex,,historical,Luxor,https://egymonuments.gov.eg/en/archaeological-sites/karnak,"Aptly called Ipet‑Sut ‘The Most Select of Places’ by the ancient Egyptians, Karnak was one of the most important sites of all. Located on the east bank of Thebes (modern Luxor), Upper Egypt, it is the site of many temples and chapels, and it was in the Great Temple of Amun that the cult of the go...",1,True,gov_eg,official_gov
Valley of the Kings,,historical,Luxor,https://egymonuments.gov.eg/en/archaeological-sites/valley-of-the-kings,"The rulers of the Eighteenth, Nineteenth, and Twentieth Dynasties of Egypt’s prosperous New Kingdom (c.1550–1069 BC) were buried in a desolate dry river valley across the river from the ancient city of Thebes (modern Luxor), hence its modern name of the Valley of the Kings. This moniker is not en...",1,True,gov_eg,official_gov
Temple of Hatshepsut (Deir el-Bahari),,historical,Luxor,https://egymonuments.gov.eg/en/monuments/hatshepsut-temple,"Hatshepsut (c.1473–1458 BC), the queen who became pharaoh, built a magnificent temple at Deir al-Bahari, on the west back of Luxor. It lies directly across the Nile from Karnak Temple, the main sanctuary of the god Amun. Hatshepsut’s temple, Djeser-djeseru “the Holy of Holies” was designed by the...",1,True,gov_eg,official_gov
Tomb of Seti I (KV17),,historical,Luxor,https://egymonuments.gov.eg/en/monuments/tomb-of-sety-i-kv17,"The tomb of Sety I is one of the longest, deepest, and most beautifully decorated tombs in the Valley of the Kings. Sety I (c.1294–1279 BC) was the second king of the Nineteenth Dynasty, and father of Ramesses II (the Great). His tomb, number 17 in the Valley of the Kings, is sometimes called “Be...",1,True,gov_eg,official_gov
Tomb of Tutankhamun (KV62),,historical,Luxor,https://egymonuments.gov.eg/en/monuments/tomb-of-tutankhamun,"The tomb of the Eighteenth Dynasty king Tutankhamun (c.1336–1327 BC) is world-famous because it is the only royal tomb from the Valley of the Kings that was discovered relatively intact. Its discovery in 1922 by Howard Carter made headlines worldwide, and continued to do so as the golden artifact...",1,True,gov_eg,official_gov
Tomb of Ramesses VI (KV9),,historical,Luxor,https://egymonuments.gov.eg/en/monuments/tomb-of-ramesses-vi-kv9,"This tomb was begun by King Ramesses V (c.1147–1143 BC) of the Twentieth Dynasty. Although it is uncertain whether he was ultimately buried here, it is clear that his uncle Ramesses VI (c.1143–1136 BC) enlarged the tomb and used it for his burial.
The tomb is simple in plan, essentially consistin...",1,True,gov_eg,official_gov
Medinet Habu (Mortuary Temple of Ramesses III),,historical,Luxor,https://egymonuments.gov.eg/en/monuments/the-temple-of-medinet-habu,"Ramses III built his mortuary temple, also known as the Temple of Medinet Habu, which is considered an architectural masterpiece due to its beauty and good state of preservation. It was dedicated to performing his funeral rituals, as well as to performing the rituals of worshiping the god Amun. T...",1,True,gov_eg,official_gov
Ramesseum (Mortuary Temple of Ramesses II),,historical,Luxor,https://egymonuments.gov.eg/en/monuments/the-ramesseum-the-temple-of-ramses-ii,"King Ramses II (c.1279-1213 BC), the most famous king of ancient Egypt (who fought a battle against the Hittites), built the Ramesseum Temple, a funerary temple built of sandstone, the temple served as a model for future temples built by different kings.
It consists of the first pylon, which is a...",1,True,gov_eg,official_gov
Mummification Museum,,cultural,Luxor,https://egymonuments.gov.eg/en/museums/mummification-museum,"Mummification museum in Luxor (ancient Thebes), intended to provide an understanding of the process to preserve the body. The ancient Egyptians not only applied embalming to dead humans but also to many animals (Cats, dogs, crocodiles…. etc.). God Anubis(the Jackal) was the god of embalming and m...",1,True,gov_eg,official_gov
Dendera Temple Complex (Temple of Hathor),,historical,Luxor,https://egymonuments.gov.eg/en/monuments/temple-of-dendera,"Hathor was among the most important and popular deities in ancient Egypt. She was associated with music, joy, dance and motherhood; she was also known as the lady of the sky. Her main cult center was at Dendera where one of the best-preserved temples in Egypt stands today. The entrance of the tem...",1,True,gov_eg,official_gov
