id,name,city,category,website_url,current_legacy_price,current_ticket_prices,needs_price,egyptian_price,foreigner_price,current_best_visit_times,best_visit_season,best_visit_time_of_day,notes
338,Royal Carriages Museum,,cultural,https://www.facebook.com/RoyalCarriagesMuseum?mibextid=kFxxJD,60.0,"{""currency"": ""EGP"", ""egyptian"": 30, ""foreigner"": 300}",skip,,,,October–April,Mid-morning,
358,Al-Azhar Park,,natural,http://www.azharpark.com/,40.0,,Y,40,40,,October–April; spring flowering March–April,Late afternoon into sunset (Citadel views),"Single tier (Aga Khan Trust for Culture park; ticket ~40 EGP for adults regardless of nationality; sources: mindtrip.ai, wanderlog, egyptatours.com Jan 2026)"
340,Cairo Opera House,,entertainment,https://www.cairoopera.org/,,,Y,,,,October–April (opera season),Evening performances,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
375,Giza Plateau Panorama Point,,entertainment,,,,Y,,,,October–April,Sunset,free entry
344,Nile Corniche,,entertainment,,,,Y,,,,Year-round (mildest October–April),Sunset,free entry
376,Pyramids Sound and Light Show,,entertainment,,300.0,,Y,,,,Year-round (October–April most comfortable),"Evening (first show, after sunset)",unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
346,Al-Hakim bi-Amr Allah Mosque,,religious,,,,Y,,,,October–April,"Mid-morning, outside prayer times",free entry
345,Al-Hussein Mosque,,religious,,,,Y,,,,October–April,"Mid-morning, outside prayer times",free entry
356,Al-Nasir Muhammad Mosque,,religious,,,,Y,,,,October–April,Morning (with Citadel visit),free entry
357,Al-Rifa'i Mosque,,religious,,80.0,"{""currency"": ""EGP"", ""egyptian"": 0, ""foreigner"": 220}",skip,,,,October–April,"Mid-morning, outside prayer times",
360,Ben Ezra Synagogue,,religious,,,,Y,,,,October–April,Mid-morning,free entry
361,Mosque of Amr ibn al-As,,religious,https://egymonuments.gov.eg/monuments/the-mosque-of-amr-ibn-al-as/,,,Y,,,,October–April,"Mid-morning, outside prayer times",free entry
355,Mosque of Muhammad Ali,,religious,https://egymonuments.gov.eg/en/monuments/muhammad-ali-mosque,,,Y,,,,October–April,"Mid-morning, outside prayer times; sunset views from Citadel",Inside Saladin Citadel; entry via Citadel ticket (60 Egyptian / 550 foreigner per Ministry Nov 2024)
359,Saints Sergius and Bacchus Church (Abu Serga),,religious,https://egymonuments.gov.eg/en/monuments/church-of-saint-sergius-and-bacchus,,,Y,,,,October–April,Mid-morning,free entry
354,Tentmakers' Street,,shopping,,,,Y,,,,October–April,Late afternoon / evening,free entry
